% %  1. Title of Database: Abalone data
% %
% %  2. Sources:
% %
% %     (a) Original owners of database:
% %  	Marine Resources Division
% %  	Marine Research Laboratories - Taroona
% %  	Department of Primary Industry and Fisheries, Tasmania
% %  	GPO Box 619F, Hobart, Tasmania 7001, Australia
% %  	(contact: Warwick Nash +61 02 277277, wnash@dpi.tas.gov.au)
% %
% %     (b) Donor of database:
% %  	Sam Waugh (Sam.Waugh@cs.utas.edu.au)
% %  	Department of Computer Science, University of Tasmania
% %  	GPO Box 252C, Hobart, Tasmania 7001, Australia
% %
% %     (c) Date received: December 1995
% %
% %
% %  3. Past Usage:
% %
% %     Sam Waugh (1995) "Extending and benchmarking Cascade-Correlation", PhD
% %     thesis, Computer Science Department, University of Tasmania.
% %
% %     -- Test set performance (final 1044 examples, first 3133 used for training):
% %  	24.86% Cascade-Correlation (no hidden nodes)
% %  	26.25% Cascade-Correlation (5 hidden nodes)
% %  	21.5%  C4.5
% %  	 0.0%  Linear Discriminate Analysis
% %  	 3.57% k=5 Nearest Neighbour
% %        (Problem encoded as a classification task)
% %
% %     -- Data set samples are highly overlapped.  Further information is required
% %  	to separate completely using affine combinations.  Other restrictions
% %  	to data set examined.
% %
% %     David Clark, Zoltan Schreter, Anthony Adams "A Quantitative Comparison of
% %     Dystal and Backpropagation", submitted to the Australian Conference on
% %     Neural Networks (ACNN'96). Data set treated as a 3-category classification
% %     problem (grouping ring classes 1-8, 9 and 10, and 11 on).
% %
% %     -- Test set performance (3133 training, 1044 testing as above):
% %  	64%    Backprop
% %  	55%    Dystal
% %     -- Previous work (Waugh, 1995) on same data set:
% %  	61.40% Cascade-Correlation (no hidden nodes)
% %  	65.61% Cascade-Correlation (5 hidden nodes)
% %  	59.2%  C4.5
% %  	32.57% Linear Discriminate Analysis
% %  	62.46% k=5 Nearest Neighbour
% %
% %
% %  4. Relevant Information Paragraph:
% %
% %     Predicting the age of abalone from physical measurements.  The age of
% %     abalone is determined by cutting the shell through the cone, staining it,
% %     and counting the number of rings through a microscope -- a boring and
% %     time-consuming task.  Other measurements, which are easier to obtain, are
% %     used to predict the age.  Further information, such as weather patterns
% %     and location (hence food availability) may be required to solve the problem.
% %
% %     From the original data examples with missing values were removed (the
% %     majority having the predicted value missing), and the ranges of the
% %     continuous values have been scaled for use with an ANN (by dividing by 200).
% %
% %     Data comes from an original (non-machine-learning) study:
% %
% %  	Warwick J Nash, Tracy L Sellers, Simon R Talbot, Andrew J Cawthorn and
% %  	Wes B Ford (1994) "The Population Biology of Abalone (_Haliotis_
% %  	species) in Tasmania. I. Blacklip Abalone (_H. rubra_) from the North
% %  	Coast and Islands of Bass Strait", Sea Fisheries Division, Technical
% %  	Report No. 48 (ISSN 1034-3288)
% %
% %
% %  5. Number of Instances: 4177
% %
% %
% %  6. Number of Attributes: 8
% %
% %
% %  7. Attribute information:
% %
% %     Given is the attribute name, attribute type, the measurement unit and a
% %     brief description.  The number of rings is the value to predict: either
% %     as a continuous value or as a classification problem.
% %
% %  	Name		Data Type	Meas.	Description
% %  	----		---------	-----	-----------
% %  	Sex		nominal			M, F, and I (infant)
% %  	Length		continuous	mm	Longest shell measurement
% %  	Diameter	continuous	mm	perpendicular to length
% %  	Height		continuous	mm	with meat in shell
% %  	Whole weight	continuous	grams	whole abalone
% %  	Shucked weight	continuous	grams	weight of meat
% %  	Viscera weight	continuous	grams	gut weight (after bleeding)
% %  	Shell weight	continuous	grams	after being dried
% %  	Rings		integer			+1.5 gives the age in years
% %
% %     Statistics for numeric domains:
% %
% %  		Length	Diam	Height	Whole	Shucked	Viscera	Shell	Rings
% %  	Min	0.075	0.055	0.000	0.002	0.001	0.001	0.002	    1
% %  	Max	0.815	0.650	1.130	2.826	1.488	0.760	1.005	   29
% %  	Mean	0.524	0.408	0.140	0.829	0.359	0.181	0.239	9.934
% %  	SD	0.120	0.099	0.042	0.490	0.222	0.110	0.139	3.224
% %  	Correl	0.557	0.575	0.557	0.540	0.421	0.504	0.628	  1.0
% %
% %
% %  8. Missing Attribute Values: None
% %
% %
% %  9. Class Distribution:
% %
% %  	Class	Examples
% %  	-----	--------
% %  	1	1
% %  	2	1
% %  	3	15
% %  	4	57
% %  	5	115
% %  	6	259
% %  	7	391
% %  	8	568
% %  	9	689
% %  	10	634
% %  	11	487
% %  	12	267
% %  	13	203
% %  	14	126
% %  	15	103
% %  	16	67
% %  	17	58
% %  	18	42
% %  	19	32
% %  	20	26
% %  	21	14
% %  	22	6
% %  	23	9
% %  	24	2
% %  	25	1
% %  	26	1
% %  	27	2
% %  	29	1
% %  	-----	----
% %  	Total	4177s
@RELATION abalone

@ATTRIBUTE ID NUMERIC
@ATTRIBUTE V1 {F, I, M}
@ATTRIBUTE V2 NUMERIC
@ATTRIBUTE V3 NUMERIC
@ATTRIBUTE V4 NUMERIC
@ATTRIBUTE V5 NUMERIC
@ATTRIBUTE V6 NUMERIC
@ATTRIBUTE V7 NUMERIC
@ATTRIBUTE V8 NUMERIC
@ATTRIBUTE Class {1, 2, 3}

@DATA
2282,F,0.495,0.385,0.13,0.6905,0.3125,0.179,0.175,2
2283,I,0.435,0.345,0.12,0.4475,0.221,0.112,0.125,1
2284,I,0.405,0.315,0.105,0.347,0.1605,0.0785,0.1,2
2285,I,0.42,0.33,0.1,0.352,0.1635,0.089,0.1,2
2287,F,0.385,0.305,0.105,0.3315,0.1365,0.0745,0.1,1
2288,I,0.33,0.265,0.09,0.18,0.068,0.036,0.06,1
2289,F,0.58,0.475,0.155,0.974,0.4305,0.23,0.285,2
2290,I,0.325,0.27,0.1,0.185,0.08,0.0435,0.065,1
2292,F,0.38,0.3,0.09,0.3215,0.1545,0.075,0.095,2
2293,I,0.34,0.26,0.09,0.179,0.076,0.0525,0.055,1
2294,M,0.525,0.425,0.12,0.702,0.3335,0.1465,0.22,3
2295,F,0.52,0.415,0.145,0.8045,0.3325,0.1725,0.285,2
2297,M,0.475,0.36,0.12,0.578,0.2825,0.12,0.17,1
2298,I,0.415,0.325,0.1,0.385,0.167,0.08,0.125,1
2299,I,0.495,0.385,0.125,0.585,0.2755,0.1235,0.165,1
2300,F,0.48,0.405,0.13,0.6375,0.277,0.1445,0.21,2
2301,F,0.52,0.425,0.15,0.813,0.385,0.2015,0.23,2
2302,M,0.46,0.375,0.13,0.5735,0.2505,0.119,0.195,2
2303,F,0.58,0.455,0.12,0.94,0.399,0.257,0.265,3
2304,M,0.59,0.49,0.135,1.008,0.422,0.2245,0.285,3
2305,F,0.55,0.415,0.135,0.775,0.302,0.179,0.26,3
2307,F,0.465,0.375,0.135,0.6,0.2225,0.129,0.23,3
2309,M,0.47,0.375,0.13,0.5795,0.2145,0.164,0.195,3
2310,F,0.435,0.35,0.11,0.384,0.143,0.1005,0.125,3
2311,M,0.35,0.265,0.11,0.2965,0.1365,0.063,0.085,1
2312,I,0.315,0.24,0.07,0.137,0.0545,0.0315,0.04,1
2313,M,0.595,0.47,0.145,0.991,0.4035,0.1505,0.34,3
2314,F,0.58,0.475,0.135,0.925,0.391,0.165,0.275,3
2316,M,0.535,0.435,0.155,0.8915,0.3415,0.177,0.25,3
2318,F,0.505,0.385,0.135,0.6185,0.251,0.1175,0.2,3
2319,F,0.505,0.395,0.145,0.6515,0.2695,0.153,0.205,3
2320,I,0.4,0.31,0.1,0.2875,0.1145,0.0635,0.095,2
2321,M,0.49,0.395,0.135,0.5545,0.213,0.0925,0.215,3
2323,I,0.395,0.325,0.105,0.306,0.111,0.0735,0.095,1
2325,F,0.415,0.305,0.105,0.3605,0.12,0.082,0.1,2
2326,M,0.43,0.345,0.115,0.3045,0.0925,0.055,0.12,3
2327,M,0.475,0.395,0.135,0.592,0.2465,0.1645,0.2,3
2328,F,0.525,0.425,0.145,0.7995,0.3345,0.209,0.24,3
2329,I,0.48,0.39,0.145,0.5825,0.2315,0.121,0.255,3
2330,I,0.42,0.345,0.115,0.3435,0.1515,0.0795,0.115,2
2331,M,0.59,0.46,0.155,0.906,0.327,0.1485,0.335,3
2333,M,0.695,0.55,0.22,1.5515,0.566,0.3835,0.445,3
2334,F,0.8,0.63,0.195,2.526,0.933,0.59,0.62,3
2335,M,0.61,0.49,0.15,1.103,0.425,0.2025,0.36,3
2337,M,0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,3
2338,M,0.655,0.485,0.195,1.62,0.6275,0.358,0.485,3
2339,M,0.64,0.52,0.2,1.407,0.566,0.304,0.455,3
2340,F,0.59,0.47,0.17,0.9,0.355,0.1905,0.25,3
2341,I,0.31,0.24,0.09,0.1455,0.0605,0.0315,0.045,1
2342,I,0.255,0.185,0.07,0.075,0.028,0.018,0.025,1
2344,M,0.67,0.55,0.17,1.247,0.472,0.2455,0.4,3
2345,F,0.71,0.565,0.195,1.7265,0.638,0.3365,0.565,3
2346,F,0.56,0.43,0.125,0.8025,0.313,0.1715,0.263,3
2347,M,0.505,0.4,0.13,0.764,0.3035,0.189,0.2175,3
2348,M,0.525,0.43,0.165,0.8645,0.376,0.1945,0.2515,3
2350,F,0.515,0.435,0.17,0.631,0.2765,0.111,0.216,3
2351,M,0.59,0.475,0.16,0.9455,0.3815,0.184,0.27,3
2352,M,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,3
2353,F,0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,3
2354,M,0.635,0.495,0.15,1.081,0.4825,0.242,0.31,3
2355,M,0.555,0.44,0.135,0.9025,0.3805,0.2105,0.28,3
2356,M,0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,3
2357,M,0.585,0.455,0.125,1.027,0.391,0.212,0.25,3
2358,F,0.61,0.485,0.21,1.3445,0.535,0.2205,0.515,3
2359,F,0.645,0.525,0.2,1.449,0.601,0.2565,0.505,3
2361,M,0.55,0.45,0.155,0.7895,0.343,0.159,0.25,3
2363,M,0.57,0.475,0.195,1.0295,0.4635,0.1905,0.305,3
2364,F,0.6,0.47,0.2,1.031,0.392,0.2035,0.29,3
2366,M,0.695,0.57,0.23,1.885,0.8665,0.435,0.5,3
2367,M,0.65,0.545,0.16,1.2425,0.487,0.296,0.48,3
2368,F,0.72,0.595,0.225,1.969,0.8045,0.423,0.66,3
2369,I,0.56,0.44,0.17,0.9445,0.3545,0.2175,0.3,3
2370,I,0.42,0.325,0.115,0.354,0.1625,0.064,0.105,1
2372,F,0.405,0.325,0.11,0.3575,0.145,0.0725,0.11,3
2374,I,0.435,0.335,0.11,0.383,0.1555,0.0675,0.135,3
2375,M,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,2
2377,I,0.535,0.41,0.155,0.6315,0.2745,0.1415,0.1815,3
2378,I,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106,3
2379,F,0.36,0.265,0.09,0.2165,0.096,0.037,0.0735,2
2380,M,0.175,0.135,0.04,0.0305,0.011,0.0075,0.01,1
2381,M,0.155,0.115,0.025,0.024,0.009,0.005,0.0075,1
2382,I,0.525,0.43,0.15,0.7365,0.3225,0.161,0.215,3
2383,F,0.525,0.39,0.135,0.6005,0.2265,0.131,0.21,3
2384,F,0.44,0.345,0.105,0.4285,0.165,0.083,0.132,3
2385,F,0.45,0.345,0.115,0.496,0.1905,0.117,0.14,3
2386,F,0.485,0.365,0.14,0.6195,0.2595,0.1445,0.177,3
2387,I,0.47,0.35,0.135,0.567,0.2315,0.1465,0.1525,3
2388,I,0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,2
2389,M,0.42,0.34,0.125,0.4495,0.165,0.1125,0.144,3
2390,F,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,3
2391,M,0.37,0.29,0.09,0.241,0.11,0.045,0.069,2
2392,M,0.33,0.25,0.09,0.197,0.085,0.041,0.0605,2
2393,I,0.3,0.22,0.09,0.1425,0.057,0.0335,0.043,1
2395,I,0.61,0.475,0.17,1.0385,0.4435,0.241,0.32,3
2396,I,0.625,0.465,0.155,0.972,0.404,0.1845,0.35,3
2398,I,0.5,0.385,0.155,0.762,0.3795,0.161,0.19,3
2399,F,0.53,0.43,0.17,0.775,0.35,0.152,0.235,3
2400,I,0.445,0.33,0.1,0.437,0.163,0.0755,0.17,3
2401,F,0.585,0.415,0.155,0.6985,0.3,0.146,0.195,3
2402,I,0.44,0.355,0.165,0.435,0.159,0.105,0.14,3
2403,M,0.29,0.225,0.08,0.1295,0.0535,0.026,0.045,2
2404,I,0.555,0.455,0.17,0.8435,0.309,0.1905,0.3,3
2405,I,0.655,0.515,0.145,1.25,0.5265,0.283,0.315,3
2406,F,0.58,0.46,0.185,1.017,0.3515,0.2,0.32,2
2407,I,0.625,0.43,0.175,1.411,0.572,0.297,0.395,3
2408,I,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33,3
2409,F,0.64,0.5,0.15,1.0705,0.371,0.2705,0.36,1
2411,I,0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,2
2412,M,0.31,0.245,0.095,0.15,0.0525,0.034,0.048,1
2413,F,0.505,0.38,0.145,0.651,0.2935,0.19,0.17,3
2414,I,0.42,0.305,0.11,0.28,0.094,0.0785,0.0955,2
2415,M,0.4,0.315,0.105,0.287,0.1135,0.037,0.113,2
2416,M,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,3
2417,M,0.31,0.235,0.06,0.12,0.0415,0.033,0.04,3
2420,M,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,3
2422,F,0.475,0.365,0.13,0.4805,0.1905,0.114,0.1475,3
2423,F,0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,2
2425,I,0.575,0.45,0.17,0.9315,0.358,0.2145,0.26,3
2426,I,0.565,0.435,0.155,0.782,0.2715,0.168,0.285,3
2427,M,0.26,0.19,0.075,0.0945,0.0445,0.02,0.03,1
2428,F,0.53,0.385,0.125,0.6695,0.289,0.151,0.18,2
2429,M,0.34,0.255,0.095,0.213,0.081,0.034,0.07,2
2430,I,0.52,0.38,0.14,0.525,0.1775,0.115,0.185,3
2431,F,0.635,0.5,0.18,1.312,0.529,0.2485,0.485,3
2432,F,0.61,0.485,0.165,1.087,0.4255,0.232,0.38,3
2433,F,0.66,0.515,0.18,1.523,0.54,0.3365,0.555,3
2434,I,0.635,0.5,0.18,1.319,0.5485,0.292,0.49,3
2435,F,0.465,0.38,0.135,0.579,0.208,0.1095,0.22,3
2436,M,0.515,0.4,0.16,0.8175,0.2515,0.156,0.3,3
2437,I,0.335,0.24,0.095,0.17,0.062,0.039,0.055,2
2439,F,0.345,0.255,0.1,0.197,0.071,0.051,0.06,2
2440,M,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,3
2441,M,0.54,0.415,0.17,0.879,0.339,0.208,0.255,2
2442,M,0.475,0.355,0.125,0.4625,0.186,0.107,0.145,2
2444,M,0.5,0.355,0.14,0.528,0.2125,0.149,0.14,2
2445,M,0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18,3
2446,F,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,3
2447,I,0.275,0.205,0.08,0.096,0.036,0.0185,0.03,1
2450,F,0.42,0.33,0.125,0.463,0.186,0.11,0.145,2
2451,M,0.35,0.26,0.09,0.198,0.0725,0.056,0.06,2
2452,M,0.395,0.305,0.105,0.282,0.0975,0.065,0.096,2
2453,I,0.325,0.2,0.08,0.0995,0.0395,0.0225,0.032,1
2454,I,0.275,0.2,0.065,0.092,0.0385,0.0235,0.027,1
2455,I,0.235,0.17,0.065,0.0625,0.023,0.014,0.022,1
2456,I,0.25,0.18,0.06,0.073,0.028,0.017,0.0225,1
2457,I,0.25,0.185,0.065,0.071,0.027,0.0185,0.0225,1
2458,I,0.2,0.145,0.05,0.036,0.0125,0.008,0.011,1
2459,F,0.585,0.47,0.17,1.099,0.3975,0.2325,0.358,3
2460,M,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,3
2462,M,0.44,0.325,0.08,0.413,0.144,0.1015,0.13,1
2463,M,0.515,0.405,0.14,0.8505,0.312,0.146,0.315,3
2464,F,0.52,0.405,0.14,0.6915,0.276,0.137,0.215,3
2465,M,0.5,0.39,0.13,0.709,0.275,0.168,0.18,3
2466,M,0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,2
2468,F,0.37,0.275,0.08,0.227,0.093,0.0625,0.07,1
2470,M,0.615,0.475,0.17,1.1825,0.474,0.2895,0.24,3
2471,M,0.565,0.44,0.175,1.122,0.393,0.2,0.375,3
2473,F,0.615,0.47,0.175,1.2985,0.5135,0.343,0.32,3
2474,M,0.605,0.49,0.145,1.3,0.517,0.3285,0.31,3
2475,F,0.59,0.455,0.165,1.161,0.38,0.2455,0.28,3
2476,M,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,3
2477,M,0.57,0.42,0.155,1.008,0.377,0.193,0.34,3
2478,F,0.47,0.355,0.18,0.441,0.1525,0.1165,0.135,1
2479,F,0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,3
2480,F,0.52,0.425,0.145,0.7,0.207,0.1905,0.24,3
2481,M,0.39,0.285,0.095,0.271,0.11,0.06,0.08,1
2483,F,0.54,0.415,0.175,0.8975,0.275,0.241,0.275,3
2484,M,0.46,0.36,0.135,0.6105,0.1955,0.107,0.235,3
2485,I,0.355,0.26,0.09,0.1925,0.077,0.038,0.065,1
2486,F,0.49,0.4,0.145,0.6635,0.21,0.1295,0.2515,3
2487,F,0.63,0.51,0.185,1.235,0.5115,0.349,0.3065,3
2488,M,0.5,0.385,0.145,0.7615,0.246,0.195,0.204,3
2489,M,0.49,0.39,0.135,0.592,0.242,0.096,0.1835,3
2491,F,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,2
2492,F,0.475,0.38,0.145,0.57,0.167,0.118,0.187,3
2493,I,0.42,0.31,0.1,0.2865,0.115,0.0735,0.085,1
2494,M,0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,2
2495,M,0.45,0.36,0.16,0.567,0.174,0.1245,0.225,3
2496,F,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,3
2498,M,0.495,0.4,0.14,0.7775,0.2015,0.18,0.25,3
2499,M,0.54,0.41,0.145,0.989,0.2815,0.213,0.355,3
2500,F,0.48,0.39,0.125,0.6905,0.219,0.155,0.2,3
2501,F,0.33,0.26,0.08,0.2,0.0625,0.05,0.07,2
2502,I,0.285,0.21,0.07,0.109,0.044,0.0265,0.033,1
2503,I,0.3,0.23,0.075,0.127,0.052,0.03,0.0345,1
2504,I,0.31,0.24,0.105,0.2885,0.118,0.065,0.083,1
2505,I,0.34,0.255,0.075,0.18,0.0745,0.04,0.0525,1
2506,I,0.375,0.3,0.075,0.144,0.059,0.03,0.044,1
2507,I,0.415,0.325,0.1,0.4665,0.2285,0.1065,0.114,1
2509,I,0.415,0.315,0.09,0.3625,0.175,0.0835,0.093,1
2510,I,0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,1
2511,I,0.425,0.31,0.105,0.365,0.159,0.0825,0.105,1
2512,M,0.465,0.375,0.11,0.5,0.21,0.113,0.1505,1
2514,I,0.47,0.37,0.11,0.5555,0.25,0.115,0.163,1
2515,F,0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135,1
2517,M,0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161,1
2518,M,0.5,0.4,0.13,0.7715,0.37,0.16,0.211,1
2519,I,0.505,0.39,0.185,0.6125,0.267,0.142,0.172,1
2520,M,0.525,0.425,0.19,0.872,0.4625,0.1725,0.199,2
2521,M,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,2
2522,M,0.545,0.45,0.15,0.8795,0.387,0.15,0.2625,3
2523,F,0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485,2
2524,M,0.58,0.46,0.18,1.145,0.48,0.277,0.325,3
2525,M,0.59,0.455,0.16,1.09,0.5,0.2215,0.292,2
2526,M,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,2
2527,M,0.595,0.49,0.185,1.185,0.482,0.2015,0.361,2
2528,F,0.6,0.475,0.135,1.4405,0.5885,0.191,0.3175,2
2529,F,0.6,0.5,0.155,1.332,0.6235,0.2835,0.35,1
2530,F,0.6,0.485,0.165,1.1405,0.587,0.2175,0.288,2
2531,M,0.605,0.475,0.175,1.201,0.5395,0.275,0.309,2
2532,F,0.625,0.49,0.155,1.33,0.6675,0.259,0.33,2
2533,M,0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,2
2534,M,0.64,0.585,0.195,1.647,0.7225,0.331,0.471,3
2535,F,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,3
2536,F,0.655,0.545,0.165,1.6225,0.6555,0.299,0.513,3
2537,I,0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065,3
2539,F,0.675,0.555,0.205,1.925,0.713,0.358,0.4535,3
2540,F,0.675,0.55,0.175,1.689,0.694,0.371,0.474,3
2542,F,0.695,0.53,0.2,2.0475,0.75,0.4195,0.6095,3
2543,F,0.7,0.525,0.19,1.6015,0.707,0.365,0.43,2
2544,F,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,2
2545,I,0.205,0.15,0.065,0.04,0.02,0.011,0.013,1
2546,I,0.225,0.17,0.07,0.0565,0.024,0.013,0.016,1
2547,I,0.23,0.18,0.05,0.064,0.0215,0.0135,0.02,1
2548,I,0.275,0.195,0.07,0.0875,0.0345,0.022,0.0255,1
2550,I,0.28,0.22,0.08,0.1315,0.066,0.024,0.03,1
2552,I,0.31,0.225,0.075,0.155,0.065,0.037,0.0365,1
2553,I,0.315,0.235,0.07,0.149,0.058,0.0325,0.047,1
2554,I,0.34,0.265,0.07,0.185,0.0625,0.0395,0.07,1
2555,I,0.37,0.29,0.08,0.2545,0.108,0.0565,0.07,1
2556,I,0.38,0.285,0.085,0.237,0.115,0.0405,0.07,1
2557,I,0.39,0.295,0.1,0.279,0.1155,0.059,0.08,1
2558,I,0.405,0.31,0.065,0.3205,0.1575,0.066,0.088,1
2559,I,0.415,0.325,0.1,0.3335,0.1445,0.0715,0.095,1
2561,I,0.44,0.345,0.115,0.545,0.269,0.111,0.1305,1
2562,I,0.44,0.325,0.1,0.4165,0.185,0.0865,0.11,1
2564,I,0.45,0.35,0.125,0.4775,0.2235,0.089,0.118,1
2565,I,0.45,0.35,0.12,0.468,0.2005,0.1065,0.1325,1
2566,F,0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375,1
2567,F,0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165,1
2568,I,0.46,0.345,0.12,0.4155,0.198,0.0885,0.107,1
2569,I,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111,1
2570,I,0.465,0.355,0.11,0.474,0.23,0.1005,0.12,1
2572,I,0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,1
2574,M,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,1
2575,M,0.5,0.375,0.145,0.6215,0.274,0.166,0.1485,1
2576,I,0.5,0.38,0.11,0.494,0.218,0.09,0.1325,1
2577,I,0.505,0.385,0.12,0.6005,0.239,0.142,0.185,1
2578,M,0.515,0.395,0.12,0.646,0.285,0.1365,0.172,2
2579,M,0.525,0.415,0.135,0.7945,0.394,0.189,0.202,1
2580,M,0.525,0.425,0.125,0.812,0.4035,0.1705,0.195,1
2582,M,0.53,0.41,0.14,0.681,0.3095,0.1415,0.1835,1
2583,F,0.53,0.405,0.15,0.889,0.4055,0.2275,0.215,1
2584,M,0.54,0.435,0.14,0.7345,0.33,0.1595,0.213,2
2585,F,0.55,0.425,0.125,0.964,0.5475,0.159,0.215,1
2586,F,0.555,0.425,0.14,0.963,0.44,0.224,0.24,1
2587,F,0.57,0.445,0.15,0.995,0.504,0.185,0.2505,2
2588,F,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295,1
2589,M,0.575,0.45,0.155,0.948,0.429,0.206,0.259,1
2591,F,0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335,1
2592,M,0.59,0.465,0.14,1.046,0.4695,0.263,0.263,1
2594,F,0.595,0.465,0.15,1.0765,0.491,0.22,0.287,2
2596,F,0.6,0.46,0.145,0.9325,0.3985,0.2245,0.248,1
2598,M,0.6,0.46,0.15,1.247,0.5335,0.2735,0.29,2
2600,F,0.615,0.485,0.16,1.1575,0.5005,0.2495,0.315,2
2602,M,0.615,0.47,0.155,1.2,0.5085,0.32,0.292,1
2603,F,0.62,0.51,0.175,1.2705,0.5415,0.323,0.3225,2
2604,F,0.62,0.485,0.175,1.2155,0.545,0.253,0.345,2
2605,F,0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275,2
2606,M,0.625,0.48,0.17,1.3555,0.671,0.268,0.3385,2
2607,F,0.625,0.49,0.165,1.127,0.477,0.2365,0.3185,2
2609,F,0.63,0.495,0.2,1.4255,0.659,0.336,0.38,3
2611,M,0.63,0.48,0.165,1.286,0.604,0.271,0.35,1
2612,F,0.635,0.495,0.18,1.596,0.617,0.317,0.37,3
2613,F,0.635,0.495,0.195,1.297,0.556,0.2985,0.37,3
2614,M,0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165,2
2615,M,0.645,0.5,0.175,1.5105,0.6735,0.3755,0.3775,3
2616,F,0.65,0.5,0.185,1.4415,0.741,0.2955,0.341,2
2617,M,0.67,0.52,0.19,1.6385,0.8115,0.369,0.391,2
2618,F,0.69,0.545,0.205,1.933,0.7855,0.429,0.498,3
2619,M,0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325,1
2620,F,0.695,0.55,0.155,1.8495,0.767,0.442,0.4175,2
2622,F,0.7,0.575,0.205,1.7975,0.7295,0.3935,0.5165,3
2623,F,0.705,0.56,0.205,2.381,0.9915,0.5005,0.624,2
2625,M,0.77,0.6,0.215,2.1945,1.0515,0.482,0.584,2
2627,I,0.275,0.205,0.07,0.1055,0.495,0.019,0.0315,1
2628,I,0.29,0.21,0.06,0.1045,0.0415,0.022,0.035,1
2629,I,0.33,0.24,0.075,0.163,0.0745,0.033,0.048,1
2631,I,0.375,0.29,0.1,0.219,0.0925,0.038,0.075,1
2632,I,0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095,1
2633,I,0.425,0.33,0.115,0.3265,0.1315,0.077,0.103,1
2634,I,0.425,0.34,0.1,0.3515,0.1625,0.082,0.094,1
2635,I,0.43,0.32,0.1,0.3465,0.1635,0.08,0.09,1
2636,I,0.44,0.34,0.1,0.407,0.209,0.0735,0.103,1
2638,I,0.46,0.345,0.11,0.3755,0.1525,0.058,0.125,1
2640,I,0.465,0.355,0.105,0.442,0.2085,0.0975,0.1185,1
2641,I,0.475,0.365,0.1,0.1315,0.2025,0.0875,0.123,1
2643,I,0.485,0.375,0.13,0.5535,0.266,0.112,0.157,1
2644,I,0.49,0.375,0.125,0.5445,0.279,0.115,0.13,1
2646,I,0.495,0.38,0.12,0.512,0.233,0.1205,0.136,1
2647,I,0.5,0.39,0.125,0.583,0.294,0.132,0.1605,1
2648,M,0.5,0.38,0.12,0.5765,0.273,0.135,0.145,2
2649,M,0.505,0.4,0.135,0.723,0.377,0.149,0.178,1
2650,I,0.51,0.395,0.155,0.5395,0.2465,0.1085,0.167,1
2651,I,0.51,0.385,0.15,0.625,0.3095,0.119,0.1725,1
2652,I,0.515,0.4,0.125,0.5925,0.265,0.1175,0.168,2
2653,I,0.52,0.395,0.135,0.633,0.2985,0.1295,0.175,2
2654,F,0.545,0.43,0.14,0.832,0.4355,0.17,0.201,2
2655,M,0.545,0.42,0.145,0.778,0.3745,0.1545,0.205,1
2656,M,0.545,0.42,0.12,0.7865,0.403,0.185,0.17,1
2658,I,0.55,0.42,0.13,0.636,0.294,0.144,0.1755,1
2659,F,0.55,0.44,0.135,0.8435,0.434,0.1995,0.185,1
2660,I,0.555,0.425,0.13,0.648,0.2835,0.133,0.2105,1
